index,len,data
61023,117,"[-26,5,-30,5,-32,3,-30,1,-33,3,-35,0,-35,-3,-37,-1,-37,-3,-39,-5,-39,-3,-37,-5,-40,-5,-39,-3,-40,-7,-40,-7,-40,-5,-40,-5,-40,-7,-42,-7,-40,-5,-40,-3,-39,-7,-42,-5,-42,-5,-42,-3,-42,-5,-42,-5,-44,-3,-44,1,-42,-3,-44,0,-46,0,-46,1,-48,3,-48,1,-46,1,-48,5,-49,5,-49,8,-49,8,-51,8,-53,10,-55,14,-53,12,-55,14,-56,16,-55,19,-55,21,-55,21,-58,23,-55,21,-56,24,-56,26,-55,30,-55,32,-56,33,0,0,0,0,0,0,35,56,37,51,40,51,37,53,39,51,39,49,40,46,42,46,44,46,39,46,40,44,39,42,40,42,40,39,42,37,39,35,42,37,42,33,42,32,39,33,39,28,40,30,37,26,40,26,40,24,40,23,37,23,39,23,39,21,37,19,37,21,39,17,39,16,40,14,35,14,39,17,42,14,40,14,40,14,37,14,39,14,39,14,40,14,40,14,40,14,39,16,37,16,37,14,35,17,33,17,33,17,32,19,32,19,28,21,28,21,24,19,23,19]"
61024,117,"[-24,-7,-26,-8,-24,-12,-28,-16,-30,-17,-30,-17,-30,-21,-30,-23,-30,-24,-28,-28,-30,-26,-26,-30,-26,-30,-26,-33,-24,-33,-24,-33,-26,-35,-23,-33,-21,-33,-19,-37,-23,-37,-21,-37,-21,-35,-19,-39,-17,-40,-19,-37,-17,-39,-17,-39,-17,-39,-19,-42,-17,-39,-17,-42,-17,-42,-19,-42,-19,-46,-21,-46,-19,-42,-19,-44,-19,-49,-19,-48,-21,-48,-19,-48,-21,-49,-23,-51,-17,-51,-23,-51,-21,-53,-26,-53,-19,-56,-21,-56,-23,-56,-23,-56,-23,-60,-19,-58,-21,-60,-24,-62,-24,-62,0,0,0,0,0,0,-62,23,-62,23,-60,24,-60,23,-60,23,-60,23,-58,21,-62,21,-60,21,-56,19,-56,19,-58,17,-56,17,-56,16,-53,19,-53,16,-51,16,-51,16,-53,14,-49,14,-48,14,-48,14,-44,12,-44,12,-46,10,-46,10,-44,12,-44,10,-44,10,-39,12,-42,10,-40,8,-42,8,-44,10,-40,8,-40,7,-40,7,-40,7,-42,7,-44,7,-40,5,-40,7,-42,3,-40,3,-42,0,-40,0,-44,-1,-40,-3,-39,-3,-40,-7,-37,-8,-35,-8,-33,-12,-33,-14,-30,-16,-26,-16,-26,-16]"
61025,117,"[27,-5,29,-1,31,0,32,0,32,3,36,3,36,7,38,9,38,12,36,14,40,14,38,16,38,16,38,20,36,21,34,23,38,25,34,23,31,25,32,27,32,27,31,31,31,27,32,31,31,29,29,29,31,31,31,32,31,32,32,32,31,34,29,36,32,34,32,36,31,38,31,38,31,36,34,36,32,40,32,40,32,42,32,42,36,43,34,42,34,43,36,47,36,47,36,47,34,49,36,51,38,51,38,51,38,53,38,53,40,53,36,54,38,54,0,0,0,0,0,0,56,-36,56,-34,56,-36,56,-31,58,-34,56,-34,56,-31,56,-32,56,-31,56,-31,54,-29,54,-27,54,-25,51,-27,53,-29,49,-25,51,-25,49,-23,51,-23,47,-20,49,-23,47,-18,43,-18,45,-16,47,-16,43,-16,43,-20,43,-18,42,-14,40,-18,43,-12,40,-12,43,-10,40,-12,38,-12,42,-12,42,-9,42,-10,43,-10,42,-7,40,-9,43,-7,42,-3,42,-5,43,-3,42,-1,43,1,42,1,42,5,42,5,38,7,38,10,34,12,31,12,32,14,27,16,25,18]"
61026,117,"[-5,27,-9,29,-10,31,-12,31,-14,31,-18,31,-20,29,-21,32,-25,32,-25,31,-29,29,-29,31,-29,29,-32,27,-34,25,-34,25,-34,23,-38,23,-36,23,-36,21,-36,21,-38,21,-38,18,-40,18,-40,20,-38,18,-40,18,-42,16,-42,18,-42,16,-42,14,-40,16,-43,16,-43,14,-45,16,-49,16,-47,14,-47,16,-47,14,-51,16,-49,18,-51,12,-53,12,-54,16,-56,14,-56,12,-56,12,-58,14,-62,14,-60,16,-62,14,-62,12,-64,12,-64,9,-65,14,-65,12,-65,12,0,0,0,0,0,0,10,65,7,71,7,65,5,65,5,69,3,65,5,64,5,64,3,65,3,64,0,62,1,60,0,60,1,60,-1,60,-1,58,0,58,0,54,-1,56,-5,53,-3,51,-7,53,-3,49,-5,49,-5,51,-5,47,-5,45,-5,45,-5,45,-3,45,-9,45,-9,43,-7,43,-9,43,-7,42,-10,43,-9,42,-10,40,-10,43,-14,42,-14,42,-16,40,-14,42,-14,40,-20,40,-21,36,-25,34,-21,34,-25,32,-25,31,-25,29,-27,27,-27,23,-29,23,-29,18,-29,14,-29,14]"
61027,117,"[18,-21,21,-21,25,-23,23,-23,27,-21,27,-23,29,-25,27,-23,29,-25,31,-25,31,-27,32,-31,32,-29,32,-29,31,-27,32,-31,31,-29,31,-31,32,-31,31,-31,31,-31,29,-31,29,-34,27,-34,25,-34,25,-36,23,-34,23,-38,23,-40,21,-38,21,-40,21,-43,16,-49,10,-45,20,-47,12,-47,12,-49,9,-53,10,-51,7,-51,7,-53,3,-53,0,-58,1,-56,-1,-58,-3,-60,-5,-58,-10,-60,-10,-62,-12,-62,-16,-60,-18,-60,-21,-64,-25,-64,-25,-60,-27,-60,-29,-62,0,0,0,0,0,0,-54,40,-56,38,-53,43,-51,45,-49,45,-47,47,-43,49,-45,51,-40,49,-38,49,-40,51,-34,51,-32,51,-31,53,-27,53,-23,51,-23,53,-20,49,-20,51,-18,53,-12,53,-16,51,-10,49,-12,49,-10,47,-5,47,-3,45,-3,47,-1,45,1,45,1,43,1,45,3,45,7,43,5,43,7,43,9,43,7,42,10,43,12,43,12,40,14,42,12,42,14,40,14,42,16,42,16,42,14,42,12,42,14,38,16,38,12,38,9,36,9,36,7,36,7,31,7,32]"
61028,117,"[-5,-27,-5,-29,-1,-32,-3,-34,-1,-36,1,-34,3,-38,5,-38,1,-38,9,-38,9,-38,10,-40,10,-42,12,-42,12,-40,16,-38,14,-40,14,-40,18,-40,18,-42,20,-40,18,-42,18,-38,18,-38,18,-40,18,-40,18,-42,21,-40,20,-42,20,-43,18,-43,21,-43,23,-43,20,-43,23,-45,20,-43,18,-43,18,-47,20,-49,20,-49,21,-49,20,-47,20,-53,21,-54,21,-53,21,-54,21,-56,21,-56,20,-56,23,-60,20,-62,21,-58,21,-62,21,-60,16,-65,20,-65,21,-65,0,0,0,0,0,0,-67,-21,-69,-21,-67,-20,-65,-20,-67,-20,-65,-18,-64,-18,-65,-16,-64,-18,-62,-16,-58,-18,-58,-18,-58,-18,-58,-18,-58,-16,-54,-14,-58,-14,-54,-16,-53,-16,-51,-16,-49,-10,-51,-14,-47,-12,-49,-16,-47,-16,-47,-12,-43,-10,-45,-10,-45,-10,-45,-7,-42,-12,-43,-12,-45,-10,-43,-9,-40,-9,-43,-10,-42,-10,-42,-10,-43,-10,-40,-12,-40,-12,-43,-10,-42,-12,-40,-14,-42,-16,-38,-16,-38,-18,-38,-18,-38,-20,-34,-20,-34,-21,-32,-23,-29,-23,-27,-25,-23,-25,-21,-25,-20,-23]"
61029,117,"[27,-3,29,-5,32,-3,34,-3,34,-3,38,-1,36,-3,38,-3,38,-7,42,-3,40,-3,42,-3,43,-3,43,-3,43,-5,45,-5,43,-7,42,-5,40,-7,45,-7,42,-10,40,-7,40,-10,42,-10,42,-12,40,-16,38,-18,40,-18,40,-20,42,-21,36,-23,40,-25,42,-25,40,-27,40,-31,36,-31,36,-32,34,-36,38,-36,34,-40,34,-42,32,-42,31,-47,32,-47,29,-49,27,-53,23,-53,23,-54,21,-58,20,-60,20,-60,14,-58,12,-64,12,-64,14,-67,7,-71,5,-67,0,0,0,0,0,0,-69,7,-69,9,-67,12,-67,14,-64,16,-64,16,-62,21,-64,23,-62,21,-58,23,-56,27,-53,27,-53,29,-51,34,-51,32,-47,32,-45,34,-42,34,-43,36,-38,34,-34,38,-36,36,-32,38,-32,38,-31,40,-27,38,-25,40,-25,40,-23,40,-18,40,-18,42,-16,42,-18,42,-16,43,-10,40,-12,47,-9,45,-9,42,-9,47,-7,43,-7,42,-3,43,-7,45,-5,42,-3,45,-1,42,-3,43,-3,43,-3,42,-3,42,-1,38,-3,38,-5,38,-5,36,-3,36,-3,32,-5,27]"
61030,117,"[-25,-12,-25,-14,-27,-14,-29,-16,-29,-18,-29,-21,-29,-23,-29,-23,-31,-25,-29,-25,-31,-29,-29,-31,-31,-29,-31,-31,-27,-29,-25,-31,-29,-31,-29,-32,-27,-29,-27,-32,-29,-32,-29,-31,-29,-32,-29,-29,-31,-31,-31,-31,-31,-31,-32,-31,-32,-31,-34,-31,-32,-29,-36,-29,-34,-29,-36,-29,-36,-29,-38,-31,-38,-29,-43,-29,-42,-27,-43,-27,-45,-27,-45,-29,-49,-27,-51,-25,-49,-27,-51,-27,-53,-25,-54,-25,-56,-25,-58,-21,-56,-21,-58,-21,-62,-23,-62,-21,-64,-18,-65,-16,-64,-16,0,0,0,0,0,0,-12,67,-10,67,-7,65,-10,65,-9,65,-9,67,-5,65,-5,67,-1,62,-3,65,-3,62,-3,62,-1,62,0,60,1,60,1,58,5,58,3,56,3,56,3,53,5,53,5,51,5,49,7,49,7,49,7,47,7,49,10,43,10,45,12,45,10,43,12,43,10,45,12,42,12,42,16,43,14,42,16,42,14,43,14,43,14,42,14,42,16,42,16,40,14,43,12,42,10,43,14,42,9,43,7,43,7,42,1,40,3,38,0,38,0,36,-1,32,-1,32]"
61031,117,"[23,-7,27,-7,29,-9,32,-9,32,-7,32,-5,34,-5,34,-3,36,-5,40,-1,40,-3,38,-5,40,-5,42,-5,42,-3,38,-5,40,-5,40,-3,40,-3,42,-3,43,-5,42,-7,38,-7,42,-7,42,-7,40,-9,40,-10,40,-9,42,-12,43,-14,40,-12,42,-16,42,-18,42,-16,43,-18,43,-20,43,-20,40,-21,42,-27,43,-27,43,-31,42,-29,43,-32,43,-34,42,-34,42,-34,38,-38,42,-42,43,-45,42,-49,40,-47,36,-47,38,-49,38,-49,34,-56,36,-56,34,-58,0,0,0,0,0,0,-62,-29,-64,-27,-64,-25,-62,-23,-62,-21,-62,-21,-60,-16,-65,-16,-60,-16,-60,-14,-58,-14,-56,-12,-60,-7,-62,-7,-56,-5,-56,-5,-56,-3,-54,-1,-56,0,-54,1,-49,1,-51,3,-49,5,-51,3,-47,3,-45,5,-43,7,-43,10,-43,9,-40,10,-40,10,-42,12,-42,12,-42,14,-40,12,-42,16,-40,16,-40,16,-42,18,-40,18,-38,18,-38,20,-40,20,-38,18,-42,20,-36,20,-40,18,-38,18,-38,16,-36,14,-36,16,-36,10,-36,10,-36,10,-32,9,-31,7,-31,5]"
61032,117,"[-25,0,-28,-1,-28,-3,-30,-3,-30,-6,-33,-8,-31,-11,-33,-13,-33,-13,-31,-15,-35,-16,-31,-16,-31,-18,-33,-20,-31,-20,-31,-23,-33,-23,-31,-21,-28,-21,-31,-23,-30,-23,-31,-25,-28,-23,-30,-25,-30,-25,-31,-25,-30,-28,-30,-26,-31,-26,-33,-28,-31,-26,-31,-26,-31,-28,-31,-26,-35,-30,-36,-28,-36,-28,-35,-28,-35,-30,-35,-31,-38,-31,-38,-31,-40,-33,-40,-33,-41,-31,-43,-35,-43,-33,-45,-33,-45,-35,-47,-33,-45,-33,-48,-35,-50,-38,-50,-36,-50,-35,-50,-36,-52,-33,0,0,0,0,0,0,-36,52,-38,53,-35,53,-36,48,-36,53,-35,53,-35,52,-38,52,-36,47,-33,48,-35,48,-35,45,-33,47,-31,45,-33,47,-31,41,-30,45,-31,41,-31,40,-30,40,-28,41,-28,40,-26,36,-28,36,-28,36,-26,35,-25,36,-25,35,-26,35,-21,36,-26,35,-23,33,-25,33,-25,33,-23,30,-25,33,-21,31,-23,31,-26,35,-26,31,-26,33,-26,30,-28,30,-28,30,-28,31,-28,28,-31,30,-30,26,-33,25,-33,23,-33,21,-33,18,-31,16,-33,15,-33,11,-30,8,-28,8]"
61033,117,"[-21,13,-23,11,-26,8,-28,8,-30,8,-30,8,-35,3,-31,3,-35,0,-35,-1,-35,0,-38,-5,-36,-6,-35,-6,-38,-8,-36,-10,-38,-10,-35,-11,-35,-13,-35,-15,-33,-16,-31,-16,-35,-15,-35,-16,-35,-18,-33,-16,-35,-18,-35,-21,-35,-21,-33,-21,-33,-23,-35,-23,-33,-23,-35,-23,-35,-25,-38,-26,-38,-26,-36,-25,-35,-28,-38,-30,-38,-28,-38,-31,-40,-33,-40,-31,-38,-33,-38,-35,-40,-35,-41,-35,-41,-36,-41,-35,-45,-36,-43,-38,-43,-40,-41,-41,-43,-40,-41,-43,-43,-43,0,0,0,0,0,0,-47,40,-47,41,-45,41,-48,40,-47,40,-45,40,-47,38,-50,35,-50,35,-45,35,-48,33,-45,31,-48,30,-47,30,-47,30,-45,30,-43,26,-43,26,-43,25,-43,23,-43,23,-43,21,-38,20,-40,18,-41,18,-40,15,-38,18,-40,18,-36,16,-36,16,-38,15,-38,15,-38,13,-36,11,-36,11,-40,13,-40,11,-38,10,-40,10,-40,6,-40,8,-41,8,-38,6,-40,5,-40,3,-40,0,-41,0,-38,-1,-40,-5,-38,-6,-36,-8,-35,-11,-33,-13,-30,-16,-28,-16,-25,-18,-25,-18]"
61034,117,"[21,12,21,12,21,12,24,15,21,16,23,18,24,18,24,21,23,21,24,21,23,24,23,24,24,24,24,24,24,26,21,27,24,26,23,27,23,26,23,27,24,26,23,26,24,27,23,24,23,27,26,27,24,29,26,27,26,26,26,26,27,26,27,27,27,24,29,26,32,26,32,26,30,24,33,24,32,26,36,26,36,24,36,23,40,24,41,23,41,24,41,23,43,23,44,23,47,21,47,20,47,21,49,20,52,20,49,20,52,16,53,15,52,13,0,0,0,0,0,0,15,-53,13,-56,7,-55,10,-55,10,-56,7,-56,6,-53,4,-53,6,-53,6,-53,6,-52,4,-52,3,-53,1,-49,1,-50,0,-49,0,-49,0,-46,0,-46,0,-44,-3,-44,-1,-43,-3,-41,-1,-40,-3,-41,-3,-40,-6,-40,-7,-36,-6,-36,-7,-36,-6,-38,-7,-38,-9,-36,-10,-33,-7,-35,-9,-36,-9,-33,-10,-35,-9,-36,-9,-36,-10,-35,-10,-36,-10,-35,-9,-36,-9,-36,-7,-35,-6,-36,-7,-38,-6,-36,-3,-35,-3,-36,-3,-33,-1,-33,1,-32,1,-29,4,-27,4,-26]"
61035,117,"[-4,20,-5,23,-7,25,-7,26,-10,26,-11,25,-14,26,-14,26,-14,26,-17,26,-19,26,-19,26,-20,28,-22,26,-23,25,-23,25,-22,25,-25,25,-22,25,-25,25,-26,23,-25,23,-25,23,-26,22,-28,23,-25,23,-26,23,-26,23,-28,25,-26,25,-25,23,-29,25,-28,26,-29,25,-29,26,-29,26,-28,26,-28,26,-29,29,-29,29,-31,29,-29,28,-32,32,-32,32,-31,32,-31,32,-32,34,-31,34,-34,37,-34,37,-34,40,-32,35,-35,38,-34,38,-34,41,-35,41,-34,44,0,0,0,0,0,0,43,35,44,35,44,32,43,32,41,34,43,34,43,34,44,34,41,32,40,32,38,32,38,31,38,31,40,31,38,29,37,29,38,29,38,28,35,29,35,26,34,26,34,25,32,25,34,25,31,23,31,25,31,23,31,22,31,23,31,20,29,20,29,22,29,20,31,20,28,19,31,22,29,22,29,22,31,22,28,23,26,22,28,22,28,23,28,23,28,25,25,25,26,26,25,26,22,28,20,28,19,29,17,28,16,28,14,28,10,28,8,26,5,25]"
61036,117,"[21,8,21,8,24,8,24,10,26,11,26,11,26,11,27,13,27,13,29,14,29,14,29,15,31,14,30,14,31,14,31,15,31,14,30,14,31,13,33,11,33,11,34,11,31,11,33,10,34,8,33,7,33,7,34,7,36,5,36,4,36,2,39,4,37,2,37,0,40,-1,40,-2,37,-2,39,-5,39,-7,42,-8,42,-11,39,-10,42,-13,42,-17,40,-18,39,-18,40,-21,39,-24,42,-26,42,-29,42,-27,39,-27,39,-30,39,-33,37,-36,39,-37,36,-42,0,0,0,0,0,0,-46,-30,-46,-29,-47,-26,-45,-24,-47,-24,-47,-23,-49,-20,-50,-20,-49,-17,-47,-15,-46,-15,-45,-13,-46,-8,-47,-10,-47,-8,-43,-5,-45,-2,-43,-4,-43,-1,-43,-1,-42,0,-39,2,-37,7,-39,4,-39,7,-37,7,-36,7,-33,8,-36,10,-31,11,-34,11,-30,13,-34,13,-31,13,-29,13,-31,15,-30,15,-30,18,-30,18,-29,18,-27,17,-29,18,-30,21,-29,21,-29,21,-24,20,-29,20,-29,21,-30,17,-27,20,-27,18,-26,18,-26,17,-26,15,-24,13,-23,13,-23,13]"
61037,117,"[-6,-21,-6,-24,-3,-26,-3,-29,-1,-29,-4,-30,-1,-30,0,-32,0,-32,1,-32,3,-33,1,-35,4,-33,3,-35,4,-35,6,-35,4,-36,4,-33,6,-35,6,-33,4,-35,4,-36,3,-36,6,-33,6,-36,1,-35,3,-35,3,-38,3,-36,1,-38,3,-38,3,-40,1,-40,1,-38,0,-41,0,-41,-3,-41,-3,-40,-1,-43,-3,-44,-4,-44,-6,-43,-6,-46,-7,-46,-10,-47,-10,-47,-10,-46,-13,-47,-12,-47,-13,-47,-13,-50,-16,-49,-16,-49,-18,-50,-20,-50,-21,-52,-20,-52,0,0,0,0,0,0,-50,24,-52,26,-47,27,-47,27,-46,27,-46,29,-44,27,-49,27,-44,29,-44,30,-44,29,-40,29,-41,29,-40,29,-36,30,-36,30,-36,30,-35,27,-36,29,-33,27,-32,30,-30,29,-29,29,-29,27,-29,27,-27,27,-26,27,-26,27,-26,27,-21,27,-24,27,-23,27,-21,27,-23,27,-20,27,-21,29,-23,27,-18,29,-20,29,-20,30,-20,30,-20,27,-20,30,-20,29,-21,29,-20,29,-23,27,-23,27,-21,29,-23,26,-24,24,-23,23,-23,21,-24,18,-23,16,-21,15,-23,12]"
61038,117,"[20,12,20,17,20,19,22,22,23,23,22,25,20,25,20,26,20,28,19,31,19,31,17,31,17,31,15,34,14,36,14,34,15,34,12,33,11,34,11,36,11,36,9,36,11,34,9,36,9,36,12,34,11,36,9,38,9,38,9,39,9,39,9,42,7,39,9,41,9,42,11,42,11,42,14,42,9,42,11,45,12,45,12,44,12,49,12,47,12,49,14,50,14,50,15,50,15,53,14,52,15,55,15,50,15,53,15,55,17,55,17,55,15,57,0,0,0,0,0,0,58,-15,58,-15,55,-17,57,-15,55,-17,55,-17,57,-14,57,-15,53,-12,53,-15,52,-12,50,-15,49,-15,49,-14,49,-14,50,-14,47,-14,47,-11,47,-11,42,-11,44,-11,42,-9,41,-9,41,-9,42,-9,41,-9,39,-12,41,-11,38,-7,36,-11,36,-7,38,-7,36,-7,36,-7,36,-9,38,-7,36,-6,36,-9,38,-9,36,-4,34,-6,38,-4,38,-4,36,-4,38,0,38,-3,36,0,38,1,38,1,36,4,34,4,34,4,31,9,30,11,26,9,26,11,23,12]"
61039,117,"[-24,-8,-26,-10,-30,-10,-30,-12,-32,-14,-32,-16,-32,-17,-32,-16,-33,-19,-35,-17,-33,-19,-33,-19,-35,-17,-37,-19,-35,-19,-37,-21,-37,-17,-35,-16,-37,-16,-37,-17,-39,-16,-37,-12,-37,-12,-39,-17,-40,-14,-39,-8,-40,-12,-42,-10,-44,-10,-42,-8,-42,-8,-46,-7,-44,-5,-48,-1,-48,0,-44,0,-46,1,-49,1,-51,5,-49,7,-51,7,-48,8,-51,8,-53,14,-51,14,-51,17,-51,19,-49,21,-55,24,-55,28,-55,28,-51,28,-53,32,-53,33,-51,39,-49,39,-49,40,0,0,0,0,0,0,48,46,49,44,49,42,48,40,51,39,51,37,53,35,55,33,53,32,53,28,53,28,51,26,51,23,53,23,53,19,49,16,53,14,51,14,51,10,49,10,48,10,48,8,48,3,48,3,46,3,46,1,44,0,44,-1,44,-1,42,-3,40,-3,40,-5,42,-8,39,-7,39,-8,42,-12,40,-10,40,-14,40,-14,39,-14,39,-14,37,-14,39,-16,35,-16,39,-16,37,-16,39,-14,39,-14,37,-14,35,-12,35,-14,35,-12,35,-10,35,-10,32,-8,30,-7,30,-7]"
61040,117,"[-13,26,-18,26,-18,26,-20,28,-26,26,-28,26,-32,24,-32,22,-32,24,-35,20,-39,20,-39,16,-39,18,-41,15,-41,13,-43,13,-41,13,-43,11,-41,9,-43,7,-43,7,-43,5,-45,7,-43,1,-43,5,-45,1,-47,1,-45,1,-43,3,-47,0,-47,-1,-47,0,-47,-1,-48,-1,-50,-3,-52,-3,-52,-5,-52,-3,-52,-5,-52,-5,-54,-7,-54,-3,-58,-7,-58,-7,-58,-9,-58,-9,-60,-11,-62,-11,-62,-11,-64,-13,-64,-15,-64,-15,-65,-15,-65,-16,-65,-15,-65,-18,-65,-16,0,0,0,0,0,0,-24,65,-22,67,-22,65,-26,64,-24,65,-24,62,-24,64,-24,62,-26,60,-24,60,-30,56,-30,58,-30,56,-28,54,-30,56,-28,50,-26,52,-30,52,-28,48,-30,47,-28,45,-32,45,-26,41,-28,41,-30,41,-30,39,-28,37,-28,37,-28,37,-28,37,-32,35,-32,35,-32,35,-26,33,-30,32,-32,32,-30,33,-32,30,-35,32,-35,30,-35,28,-37,28,-33,26,-33,24,-37,24,-39,22,-41,20,-39,18,-39,15,-39,13,-41,9,-39,5,-39,3,-37,3,-35,0,-33,-1,-33,-3]"
61041,117,"[-29,-7,-31,-9,-31,-11,-32,-17,-32,-19,-31,-19,-31,-23,-32,-23,-31,-27,-29,-31,-31,-29,-29,-32,-29,-32,-27,-36,-25,-36,-27,-38,-25,-36,-23,-38,-21,-36,-21,-40,-19,-40,-21,-38,-21,-40,-19,-40,-19,-40,-19,-40,-17,-40,-19,-42,-17,-44,-19,-44,-19,-40,-19,-44,-17,-46,-17,-46,-17,-48,-19,-48,-17,-46,-21,-46,-19,-52,-19,-50,-21,-52,-19,-54,-21,-54,-23,-56,-19,-56,-21,-56,-19,-58,-23,-60,-19,-63,-19,-62,-21,-63,-23,-62,-23,-63,-23,-63,-25,-63,-21,-69,-25,-65,0,0,0,0,0,0,-69,23,-69,21,-67,23,-67,19,-69,21,-67,21,-67,21,-67,21,-65,19,-63,17,-62,15,-62,13,-62,15,-62,13,-62,13,-58,15,-60,13,-58,11,-58,11,-54,11,-54,11,-52,9,-50,9,-52,7,-54,5,-50,7,-50,7,-48,7,-50,5,-46,9,-46,7,-48,7,-46,3,-46,3,-44,5,-50,1,-46,1,-46,1,-46,1,-46,1,-46,0,-46,1,-46,-3,-46,-1,-48,-3,-46,-5,-46,-7,-46,-7,-44,-11,-42,-13,-36,-15,-38,-19,-36,-19,-34,-19,-32,-23,-29,-21,-25,-21]"
61042,117,"[5,-27,7,-29,7,-29,10,-34,12,-32,14,-31,16,-31,20,-31,21,-32,23,-32,23,-32,25,-31,25,-32,27,-34,27,-32,29,-29,31,-29,29,-29,31,-29,29,-29,31,-29,32,-31,31,-29,31,-29,32,-27,32,-27,31,-27,32,-29,34,-31,36,-29,34,-25,36,-29,34,-31,34,-31,38,-31,36,-31,36,-32,36,-32,36,-34,40,-34,40,-36,40,-36,40,-38,42,-42,42,-36,42,-38,40,-40,43,-43,43,-43,43,-45,43,-45,47,-43,45,-43,49,-47,43,-51,45,-51,47,-51,0,0,0,0,0,0,-51,-45,-54,-43,-53,-43,-47,-43,-49,-42,-47,-45,-49,-42,-51,-43,-51,-42,-47,-43,-45,-42,-45,-40,-45,-42,-47,-40,-43,-40,-43,-40,-45,-34,-43,-36,-42,-36,-42,-36,-38,-32,-38,-34,-38,-34,-42,-34,-38,-31,-38,-34,-36,-31,-36,-31,-36,-31,-34,-25,-32,-31,-34,-32,-36,-31,-36,-29,-32,-29,-34,-31,-32,-29,-34,-29,-34,-31,-31,-32,-31,-32,-31,-32,-31,-32,-31,-32,-31,-34,-29,-34,-25,-34,-27,-32,-21,-36,-23,-34,-21,-34,-18,-36,-16,-36,-14,-36,-10,-34,-9,-32,-5,-32]"
61043,117,"[23,-9,23,-7,26,-7,27,-7,29,-9,30,-6,29,-7,29,-6,32,-7,33,-4,33,-4,32,-4,35,-4,36,-6,35,-4,33,-4,33,-4,33,-6,35,-6,36,-4,35,-7,35,-9,33,-7,35,-9,35,-10,35,-9,35,-9,35,-9,35,-12,35,-13,33,-13,35,-16,35,-15,35,-20,35,-20,33,-18,33,-20,35,-23,33,-23,33,-24,32,-27,32,-26,33,-30,35,-32,32,-33,30,-32,29,-33,30,-38,30,-40,29,-40,29,-43,27,-40,27,-44,27,-46,24,-49,24,-50,21,-50,0,0,0,0,0,0,-53,-16,-53,-15,-53,-12,-53,-12,-52,-10,-53,-9,-55,-7,-53,-6,-52,-4,-50,-4,-50,-3,-49,-1,-49,0,-49,0,-49,1,-47,3,-47,6,-46,4,-44,4,-43,6,-41,9,-41,9,-40,12,-40,10,-38,10,-38,12,-36,13,-36,13,-35,16,-32,16,-33,13,-32,16,-33,18,-30,16,-27,18,-32,21,-30,21,-29,21,-32,23,-29,20,-27,21,-27,23,-29,23,-29,21,-29,21,-27,21,-29,21,-29,21,-29,18,-29,20,-27,20,-27,16,-29,16,-27,13,-27,12,-24,10,-24,10]"
61044,117,"[18,-10,21,-10,24,-8,27,-10,29,-10,29,-5,30,-5,31,-5,30,-5,33,-4,33,-4,33,-4,33,-2,33,-2,36,-2,33,-1,34,-1,34,-1,33,-1,34,-1,34,-1,34,-1,33,-1,33,-2,34,-1,34,-2,34,0,36,-4,36,-5,36,-2,34,-2,36,-2,37,-7,36,-5,37,-5,39,-5,36,-5,37,-10,37,-10,39,-8,42,-13,40,-13,39,-11,42,-15,42,-13,42,-14,42,-15,43,-17,45,-20,43,-20,45,-21,40,-23,52,-21,39,-21,43,-26,46,-27,46,-27,0,0,0,0,0,0,-30,-43,-30,-42,-31,-39,-31,-40,-30,-40,-31,-37,-33,-36,-31,-39,-34,-37,-30,-36,-30,-34,-30,-36,-33,-34,-34,-33,-33,-30,-31,-30,-34,-29,-31,-29,-31,-29,-30,-29,-29,-24,-31,-24,-30,-20,-29,-23,-31,-23,-30,-21,-30,-21,-29,-18,-30,-21,-27,-17,-29,-20,-30,-18,-29,-18,-29,-15,-29,-15,-30,-17,-30,-15,-31,-15,-31,-15,-29,-17,-30,-14,-29,-15,-30,-15,-30,-15,-30,-17,-29,-17,-29,-20,-30,-17,-26,-20,-26,-20,-23,-20,-23,-20,-23,-21,-21,-20,-18,-21,-15,-20,-13,-20]"
61045,117,"[20,16,20,20,21,23,21,26,20,28,18,30,16,31,16,31,13,33,13,36,10,36,10,36,10,40,8,40,6,40,5,38,3,40,3,38,1,40,0,40,0,40,-1,41,-1,40,-3,40,-5,40,-3,38,-5,38,-8,40,-6,41,-6,43,-6,38,-10,43,-8,43,-10,43,-11,45,-11,43,-10,43,-10,45,-11,45,-13,47,-13,50,-13,47,-15,50,-13,52,-16,50,-15,50,-16,50,-16,52,-20,53,-16,53,-18,55,-20,52,-21,55,-20,53,-21,58,-25,58,-23,55,0,0,0,0,0,0,57,26,55,26,55,25,53,26,53,25,50,26,53,28,52,28,50,28,50,26,47,30,47,28,45,28,47,28,43,30,40,28,45,28,41,28,40,30,36,28,36,26,36,26,36,26,33,28,31,30,33,28,31,26,31,26,31,28,31,25,30,28,28,26,26,30,28,28,25,26,26,31,26,31,26,31,26,31,25,30,21,31,21,31,23,33,21,33,20,35,16,33,16,35,16,36,10,36,8,35,6,35,6,35,5,35,0,31,0,31,-3,30,-5,28]"
