index,len,data
55963,117,"[7,2,8,4,9,5,10,5,9,6,9,7,8,7,8,8,9,10,8,10,7,11,7,11,7,12,7,13,5,13,5,13,5,12,4,13,4,13,4,13,3,13,3,14,3,13,2,14,2,14,2,13,1,14,2,14,1,14,1,14,1,14,1,16,1,16,1,16,1,16,1,16,1,16,1,17,0,17,1,18,0,19,0,19,0,19,0,19,0,20,0,20,0,20,0,20,-1,22,-1,20,-2,22,-1,21,-1,22,-1,21,-2,22,-2,23,-3,23,0,0,0,0,0,0,23,4,23,4,21,4,21,4,21,4,21,5,20,5,20,5,20,5,19,4,19,4,18,4,18,4,17,4,18,4,17,5,17,5,17,5,17,5,16,4,16,5,15,5,15,5,15,5,15,5,15,5,13,4,14,5,14,5,14,4,14,5,13,5,14,6,13,5,12,5,14,7,13,6,12,7,13,7,12,7,11,7,12,7,11,8,12,9,11,10,11,10,10,10,10,11,8,12,8,11,7,11,6,11,5,11,4,11,2,11,1,11,2,10]"
55964,117,"[7,-4,7,-4,8,-4,9,-4,10,-4,10,-4,11,-4,11,-4,12,-4,13,-4,13,-4,12,-3,12,-3,13,-4,13,-3,13,-4,13,-4,13,-4,13,-4,13,-4,13,-4,13,-5,12,-5,13,-5,13,-5,11,-5,11,-6,13,-6,13,-7,12,-7,11,-8,13,-8,11,-8,12,-9,12,-10,11,-11,11,-11,11,-12,11,-12,11,-13,11,-13,11,-13,11,-14,11,-16,10,-15,10,-16,9,-17,8,-17,9,-17,10,-19,8,-19,7,-19,7,-20,6,-20,6,-20,6,-21,6,-22,0,0,0,0,0,0,-21,-4,-22,-3,-22,-1,-20,-1,-21,0,-21,0,-20,1,-20,0,-19,0,-19,2,-18,2,-17,3,-18,4,-18,4,-17,5,-16,5,-16,6,-16,6,-16,7,-14,7,-13,7,-13,7,-13,8,-12,8,-13,7,-11,8,-10,9,-11,10,-10,9,-10,11,-10,9,-9,10,-9,10,-9,10,-8,10,-9,11,-8,11,-8,11,-8,11,-8,11,-7,11,-7,12,-7,12,-7,11,-7,12,-7,12,-8,11,-7,12,-7,11,-8,11,-7,10,-7,10,-8,9,-7,8,-8,8,-7,8,-7,7]"
55965,117,"[8,0,8,0,8,0,10,0,9,0,10,2,10,1,10,2,10,2,12,2,12,3,11,2,12,3,12,3,12,4,12,4,12,3,11,4,12,3,12,3,12,3,12,3,12,3,12,3,12,2,12,3,12,2,13,3,13,2,13,2,13,2,14,2,14,1,14,1,14,0,15,1,15,0,16,0,15,0,15,-1,17,-1,16,0,16,-1,16,-2,17,-1,18,-2,18,-2,18,-3,18,-3,19,-4,19,-4,18,-4,19,-4,19,-5,19,-6,19,-7,19,-7,0,0,0,0,0,0,-9,-18,-9,-18,-10,-16,-9,-17,-9,-16,-10,-16,-10,-15,-10,-16,-10,-14,-10,-14,-9,-14,-10,-14,-10,-13,-11,-13,-10,-12,-11,-11,-12,-9,-12,-9,-12,-9,-11,-9,-12,-9,-10,-8,-12,-7,-12,-8,-12,-7,-10,-7,-11,-7,-12,-6,-12,-6,-12,-5,-11,-6,-12,-4,-12,-5,-12,-4,-11,-4,-12,-4,-12,-4,-12,-3,-13,-4,-12,-4,-12,-4,-13,-3,-13,-3,-13,-4,-13,-4,-12,-4,-12,-4,-12,-4,-11,-5,-10,-5,-10,-5,-10,-6,-10,-6,-9,-5,-9,-6,-7,-5,-7,-6]"
55966,117,"[6,3,6,3,7,4,7,5,7,6,6,6,6,7,5,8,6,9,6,10,5,10,4,10,4,10,4,11,3,12,2,11,2,11,2,11,2,12,2,12,1,12,1,12,0,12,0,12,-1,12,0,11,-1,11,-1,12,-1,12,-1,13,-1,12,-2,13,-1,13,-2,13,-3,14,-2,13,-2,13,-2,14,-3,14,-3,14,-4,15,-3,15,-5,15,-4,15,-5,15,-5,15,-5,15,-6,16,-6,16,-7,17,-8,17,-7,15,-7,16,-8,16,-9,17,-9,17,-9,16,0,0,0,0,0,0,16,11,16,11,15,10,15,10,14,10,14,10,14,10,14,12,13,11,12,11,12,10,12,10,12,10,11,11,12,10,10,10,11,10,10,9,10,10,9,10,9,10,9,10,9,9,9,10,8,10,8,9,8,9,7,9,7,10,7,9,7,10,7,10,7,10,6,9,6,10,6,11,6,10,6,10,5,11,5,10,5,10,4,11,4,12,3,11,3,12,2,11,2,12,1,12,0,12,0,11,0,10,-1,11,-2,10,-2,10,-3,9,-3,8,-4,8]"
55967,117,"[-3,-4,-3,-5,-3,-5,-3,-7,-3,-7,-2,-7,-2,-7,-2,-8,-1,-8,-1,-9,-1,-9,0,-9,0,-9,0,-10,0,-10,0,-10,0,-10,0,-9,1,-10,1,-10,1,-10,1,-10,1,-10,2,-10,2,-10,0,-10,2,-10,2,-10,2,-10,1,-11,2,-10,2,-11,2,-10,2,-11,2,-12,3,-12,2,-11,2,-12,3,-12,3,-12,2,-13,3,-13,3,-14,2,-14,3,-14,3,-14,4,-14,4,-15,4,-15,3,-15,4,-16,4,-15,4,-16,4,-15,4,-16,4,-16,4,-16,0,0,0,0,0,0,-16,-5,-16,-5,-16,-4,-15,-4,-15,-4,-15,-4,-15,-4,-15,-4,-14,-4,-14,-4,-13,-4,-13,-4,-13,-4,-13,-4,-13,-3,-13,-3,-12,-3,-12,-3,-12,-3,-12,-2,-12,-2,-12,-3,-11,-2,-11,-3,-11,-3,-10,-3,-10,-2,-10,-2,-10,-2,-9,-1,-10,-2,-10,-2,-10,-2,-10,-2,-9,-2,-10,-3,-10,-2,-10,-2,-10,-3,-10,-3,-10,-3,-9,-2,-9,-4,-9,-4,-10,-4,-9,-4,-9,-4,-9,-5,-8,-6,-8,-5,-7,-6,-7,-6,-6,-7,-6,-6,-5,-6,-4,-6,-3,-6]"
55968,117,"[5,-1,5,-1,5,-1,6,-1,6,0,6,0,7,0,7,0,8,0,7,1,8,1,8,1,7,1,8,2,8,3,8,3,8,3,8,3,7,4,7,4,7,5,7,4,7,4,7,5,7,5,7,5,7,5,7,5,7,5,7,6,7,6,7,6,7,6,7,6,7,7,8,7,8,7,8,7,7,8,7,8,8,9,8,8,8,9,8,10,8,9,8,10,9,10,8,10,8,11,8,11,8,11,8,12,8,12,8,12,8,12,7,13,7,13,0,0,0,0,0,0,13,-7,13,-7,13,-6,13,-6,13,-6,13,-6,13,-5,13,-5,13,-5,12,-5,12,-4,11,-4,12,-5,11,-4,11,-3,11,-4,11,-3,10,-3,11,-3,10,-3,10,-3,10,-3,9,-2,9,-2,9,-2,9,-2,9,-3,8,-2,9,-2,9,-2,9,-1,9,-2,9,-1,9,-1,8,-1,9,-1,9,-1,9,-1,9,-1,9,0,9,0,9,0,9,0,9,0,9,0,9,1,9,1,9,1,8,2,8,3,8,3,7,3,7,3,6,4,5,4,5,4,4,4]"
55969,117,"[-4,0,-4,0,-5,0,-5,0,-5,0,-6,0,-6,-1,-6,-1,-6,-1,-6,-1,-6,-1,-6,-2,-6,-2,-6,-2,-6,-2,-7,-3,-7,-2,-7,-3,-6,-3,-6,-3,-6,-3,-6,-3,-6,-3,-6,-3,-7,-3,-7,-3,-7,-3,-6,-4,-7,-3,-7,-3,-7,-3,-7,-4,-8,-3,-7,-3,-8,-4,-9,-4,-8,-4,-9,-4,-9,-4,-9,-4,-9,-4,-9,-4,-10,-4,-10,-4,-10,-5,-10,-5,-10,-5,-11,-5,-11,-5,-11,-5,-11,-5,-11,-5,-12,-5,-11,-5,-11,-5,-12,-5,-11,-5,0,0,0,0,0,0,-5,12,-5,12,-4,11,-5,11,-5,11,-5,12,-4,10,-4,11,-4,11,-5,11,-4,10,-4,10,-4,10,-4,10,-4,10,-4,9,-3,9,-3,9,-3,9,-3,9,-3,9,-3,8,-3,8,-2,8,-3,8,-2,8,-3,8,-2,8,-2,7,-2,8,-2,7,-2,8,-2,7,-2,7,-2,7,-2,8,-1,7,-2,7,-2,8,-2,7,-3,7,-2,7,-2,7,-2,7,-3,7,-3,7,-3,7,-3,7,-4,6,-4,6,-4,6,-4,5,-4,5,-4,4,-4,4,-4,3,-4,3]"
55970,117,"[1,-3,1,-3,2,-3,2,-3,2,-3,3,-3,3,-2,3,-3,3,-3,3,-3,4,-3,4,-3,4,-3,4,-3,5,-2,5,-2,5,-2,5,-1,5,-2,5,-1,5,-1,5,-1,5,-1,5,-1,5,-1,5,-1,6,-1,6,-1,6,-1,6,-1,6,-1,6,-1,7,-1,7,-1,7,-1,7,-1,7,-1,7,-1,8,-1,8,-1,8,-1,9,0,9,0,9,-1,9,0,9,0,10,0,9,0,10,0,10,0,10,0,10,0,10,0,11,0,10,0,11,0,10,0,0,0,0,0,0,0,1,-11,0,-11,0,-11,1,-10,1,-10,1,-10,1,-10,1,-10,1,-10,1,-10,2,-9,2,-9,2,-9,1,-9,2,-9,1,-8,1,-8,1,-8,2,-8,2,-8,2,-7,2,-7,2,-7,2,-7,2,-7,2,-7,2,-6,1,-6,1,-6,1,-6,2,-6,2,-6,2,-6,2,-6,2,-5,2,-6,2,-6,2,-5,2,-5,3,-5,3,-5,3,-6,3,-5,3,-5,3,-5,4,-5,4,-5,4,-4,4,-4,4,-3,4,-3,5,-3,5,-2,4,-2,4,-2,4,-1,4,-1]"
55971,117,"[-2,1,-2,1,-2,1,-3,1,-3,1,-3,1,-3,1,-4,1,-4,1,-4,1,-4,1,-4,1,-4,1,-4,1,-4,1,-4,1,-4,0,-4,0,-4,1,-4,1,-4,1,-4,1,-5,0,-5,1,-5,1,-4,0,-5,0,-5,1,-5,1,-5,1,-5,1,-6,1,-5,1,-5,1,-6,1,-6,1,-6,1,-6,2,-6,2,-6,1,-7,2,-7,2,-7,1,-7,2,-7,2,-8,2,-8,2,-8,2,-8,2,-8,3,-8,3,-8,3,-8,3,-8,3,-9,3,-9,3,-9,3,0,0,0,0,0,0,4,9,3,9,4,9,3,9,3,9,3,9,4,9,3,9,3,9,3,8,3,8,3,8,3,8,3,8,3,7,3,8,3,7,3,6,3,7,3,7,3,6,3,6,3,6,3,6,3,6,2,6,3,5,3,5,3,5,3,5,2,5,3,5,3,5,3,5,2,5,3,5,3,5,3,5,3,5,2,5,3,5,3,5,3,5,2,5,2,5,2,5,2,5,2,6,1,5,1,5,1,5,0,5,0,5,0,5,0,4,0,4,0,4]"
55972,117,"[-3,0,-2,0,-2,-1,-3,0,-3,-1,-3,-1,-3,-1,-3,-1,-3,-1,-3,-2,-3,-2,-3,-2,-3,-2,-2,-2,-3,-3,-2,-2,-2,-2,-3,-3,-2,-2,-3,-3,-2,-3,-2,-3,-3,-3,-2,-3,-2,-3,-3,-3,-3,-3,-2,-3,-2,-4,-3,-4,-3,-4,-3,-4,-3,-4,-3,-4,-3,-4,-3,-4,-3,-4,-3,-4,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,-5,-3,-6,-3,-6,-4,-6,-4,-6,-3,-7,-3,-6,-3,-7,-3,-7,-3,-7,-4,-7,-3,-7,-3,-7,-3,-7,0,0,0,0,0,0,-8,3,-8,3,-8,3,-8,3,-8,3,-8,3,-8,3,-8,2,-8,2,-8,2,-8,2,-8,2,-7,2,-7,2,-8,2,-7,2,-7,2,-7,2,-7,1,-7,1,-7,1,-7,1,-7,1,-7,1,-7,0,-6,0,-6,1,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,-1,-6,-1,-6,-1,-6,-1,-6,-2,-5,-2,-5,-2,-5,-3,-4,-3,-4,-3,-4,-3,-3,-4,-3,-3,-2,-3]"
55973,117,"[-2,-1,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-3,-2,-3,-2,-3,-1,-3,-1,-3,-2,-3,-1,-3,-2,-3,-1,-3,-1,-3,-1,-4,-1,-4,-1,-4,0,-4,0,-4,0,-4,0,-5,0,-4,0,-5,0,-5,0,-5,0,-5,0,-5,0,-5,1,-5,1,-5,1,-5,2,-5,2,-5,2,-6,2,-6,3,-5,3,-6,3,-5,3,-6,4,-5,4,-6,5,-5,5,-5,5,-5,5,-5,5,-5,6,-5,6,-5,7,0,0,0,0,0,0,7,4,8,3,8,3,8,2,8,2,8,2,8,2,8,1,8,1,8,1,8,1,8,1,8,0,8,0,8,0,7,0,7,0,7,-1,7,-1,7,-1,7,-1,7,-1,6,-2,6,-2,6,-2,6,-2,6,-2,6,-2,5,-3,5,-3,5,-3,5,-3,5,-3,5,-4,5,-3,5,-4,4,-4,4,-4,5,-4,4,-4,4,-4,4,-5,4,-5,4,-5,4,-5,3,-5,4,-5,4,-5,4,-4,4,-4,4,-4,4,-4,4,-4,4,-4,3,-4,3,-3,3,-2]"
55974,117,"[2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,4,0,3,0,3,0,3,0,3,0,4,0,3,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,-1,4,-1,4,-1,4,-1,4,-1,4,-2,4,-1,4,-1,4,-2,4,-2,4,-2,4,-3,4,-2,4,-3,4,-3,4,-3,4,-4,4,-4,4,-4,4,-5,4,-5,4,-5,4,-5,4,-6,4,-6,4,-6,4,-6,3,-6,3,-6,3,-7,3,-7,3,-7,3,-7,0,0,0,0,0,0,-8,-2,-8,-2,-8,-1,-8,-1,-8,-1,-8,0,-9,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,0,-8,1,-7,1,-8,1,-7,1,-7,1,-7,1,-7,2,-7,2,-6,2,-7,2,-7,2,-6,2,-6,2,-6,2,-6,3,-5,3,-6,3,-6,3,-6,3,-6,3,-5,3,-5,3,-5,4,-5,3,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-6,4,-5,4,-5,4,-5,3,-5,3,-5,3,-5,2,-5,3,-5,2,-5,2,-4,2]"
55975,117,"[-1,2,-1,2,-2,3,-2,2,-2,2,-1,2,-2,2,-2,2,-2,2,-2,3,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,3,-2,3,-2,3,-2,3,-1,3,-2,3,-2,3,-2,3,-2,4,-1,4,-2,4,-2,4,-1,4,-2,4,-1,4,-1,4,-1,5,-1,5,-1,5,-1,5,-1,5,-1,6,-1,6,-1,6,-1,6,-1,6,0,7,-1,6,0,7,0,7,0,7,0,7,0,8,0,7,0,8,0,7,0,0,0,0,0,0,8,0,8,0,8,-1,8,-1,8,-1,8,-1,8,-1,8,-1,7,-1,8,-2,7,-2,7,-2,7,-2,7,-2,7,-3,7,-2,7,-3,6,-3,7,-3,6,-3,6,-3,6,-3,6,-3,6,-3,6,-3,6,-3,5,-3,5,-3,5,-3,5,-4,5,-3,5,-4,5,-3,5,-4,5,-4,5,-4,5,-4,5,-4,5,-4,5,-4,5,-4,5,-4,5,-4,5,-4,5,-4,5,-4,5,-4,5,-4,6,-3,6,-3,6,-3,6,-2,6,-2,5,-2,5,-2,5,-1,5,-1]"
55976,117,"[-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,0,-2,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,0,-4,0,-4,0,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-4,-1,-5,-1,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-6,-2,-6,-2,-6,-2,-6,-2,-6,-3,-6,-2,-6,-3,-6,-3,-6,-3,-6,0,0,0,0,0,0,-6,3,-6,3,-6,4,-6,3,-6,4,-6,4,-6,4,-6,4,-5,4,-6,4,-6,4,-6,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-5,4,-4,4,-4,4,-4,4,-4,4,-4,4,-4,4,-5,4,-4,4,-4,4,-4,4,-4,4,-4,4,-4,4,-5,4,-4,4,-5,4,-5,4,-5,4,-5,4,-5,3,-5,3,-5,3,-6,3,-5,2,-5,2,-5,2,-6,1,-5,1,-5,1,-5,0,-5,0]"
55977,117,"[0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,5,3,5,3,5,3,5,2,5,2,5,2,0,0,0,0,0,0,2,-6,1,-6,1,-6,1,-6,1,-6,1,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,-1,-5,-1,-6,-1,-5,-1,-5,-1,-5,-1,-5,-1,-5,-1,-5,-1,-5,-1,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-5,-2,-6,-2,-5,-1,-5,-1,-5,-1,-5,0,-5,0,-5,0,-4,0,-4]"
55978,117,"[0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,1,-2,1,-3,0,-3,1,-3,1,-2,1,-3,0,-3,0,-3,0,-2,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-2,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,-1,-3,-1,-3,-1,-3,-1,-3,-1,-3,-2,-3,-2,-3,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-3,-4,-3,-4,-3,-4,-3,-4,-2,-5,-2,-5,-2,-5,-2,-5,-1,-5,-2,-5,-1,-6,-1,-6,-1,-6,0,-6,0,0,0,0,0,0,0,0,6,0,6,1,6,0,6,0,6,1,6,1,6,1,6,2,6,2,6,2,6,2,5,3,5,3,5,3,5,3,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,3,5,3,5,3,4,2,5,2,5,2,5,2,5,2,5,2,5,1,5,1,5,1,5,1,5,1,6,1,5,1,6,0,6,1,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,1,6,0,5,1,5,1,5,1,5,1,4,1,4,1]"
55979,117,"[0,-1,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,-1,-2,0,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-3,-2,-3,-2,-3,-2,-3,-2,-3,-2,-4,-2,-4,-2,-4,-2,-4,-1,-4,-1,-4,-1,-4,-1,-5,-1,-5,-1,-5,-1,-5,-1,-5,0,0,0,0,0,0,0,0,5,0,6,0,5,0,6,0,6,0,5,0,5,1,5,0,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,5,1,5,2,5,2,5,2,5,2,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,4,2,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,2,4,2,4,2,4,1,4,1,4]"
55980,117,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-1,-2,-1,-2,-1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-3,0,-3,1,-3,1,-3,1,-3,1,-3,1,-3,1,-3,2,-3,2,-3,2,-3,2,-3,3,-3,2,-3,3,-3,3,-3,3,-3,4,-2,4,-2,4,-2,4,-2,4,-2,4,-2,5,-1,5,0,0,0,0,0,0,5,1,5,0,6,0,5,0,5,0,5,0,5,0,5,0,5,0,5,-1,5,-1,5,-1,5,-2,5,-2,5,-2,5,-2,5,-2,4,-2,4,-3,4,-3,4,-3,4,-3,3,-3,3,-3,3,-3,3,-4,3,-4,2,-3,3,-4,2,-4,2,-4,2,-4,2,-4,2,-4,1,-4,2,-5,1,-4,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,0,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-4,1,-4,1,-4,1,-4,1,-4]"
55981,117,"[0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,1,-2,1,-2,1,-2,1,-2,1,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-2,0,-3,0,-2,0,-2,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-3,0,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-5,0,-5,0,-5,0,-5,0,-5,-1,-5,-1,-5,-1,-5,-1,-5,0,0,0,0,0,0,-5,1,-6,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,2,-5,1,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,1,-5,2,-5,2,-5,2,-4,2,-5,1,-4,2,-4,1,-4,2,-5,1,-4,2,-4,1,-5,2,-5,2,-5,2,-5,2,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,1,-5,0,-5,0,-5,0,-5,0,-5,0,-5,0,-4,0,-4,-1,-4,-1]"
55982,117,"[0,2,0,2,0,2,0,3,0,3,0,2,0,2,0,2,0,2,0,3,0,2,0,3,0,2,-1,3,-1,2,0,2,-1,2,-1,2,0,2,-1,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,4,0,4,-1,4,0,4,0,4,0,5,-1,4,-1,4,-1,5,-1,5,-1,5,-1,5,-1,5,-1,5,-1,5,-1,5,-1,5,-1,6,-1,6,-1,6,0,0,0,0,0,0,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,5,1,5,1,5,1,6,1,5,1,5,2,5,1,5,1,5,2,5,1,5,2,5,1,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,3,5,3,5,3,5,3,4,3,4,4,4,4,3,4,3,4,3,4,2,5,2,5,2,5,1,4,1,4,0,4]"
55983,117,"[2,-1,2,-1,3,0,3,-1,3,-1,3,-1,3,0,3,-1,3,0,3,0,4,0,3,-1,3,0,3,0,3,0,3,-1,3,-1,3,-1,2,-1,3,-1,3,-1,2,-1,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-3,1,-3,1,-3,1,-3,1,-4,1,-4,1,-4,1,-4,1,-4,1,-4,0,-4,0,-5,0,-5,0,-5,0,-5,0,-5,0,-5,0,-5,-1,-6,-1,-6,-1,-6,-1,-6,-2,-6,-2,-6,-2,-6,-2,-6,-3,-6,-3,-6,0,0,0,0,0,0,-5,4,-5,4,-5,5,-5,5,-5,5,-5,5,-4,5,-4,6,-4,6,-3,6,-3,6,-3,6,-2,6,-2,6,-2,6,-2,6,-1,6,-1,6,-1,6,-1,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,1,6,1,6,1,6,1,6,1,5,1,5,1,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,5,2,6,1,5,1,5,1,5,1,5,1,4]"
55984,117,"[-3,0,-3,0,-3,0,-3,0,-4,0,-3,0,-4,0,-4,0,-4,0,-4,0,-3,0,-4,0,-4,-1,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-3,0,-4,0,-4,0,-3,0,-4,0,-4,0,-4,1,-4,1,-3,1,-4,1,-4,1,-4,2,-4,2,-4,2,-4,2,-4,2,-4,2,-4,3,-4,3,-4,3,-4,3,-4,4,-4,4,-4,4,-4,4,-4,4,-4,5,-4,5,-4,5,-3,5,-3,6,-3,6,-3,6,-3,6,-3,6,0,0,0,0,0,0,7,2,7,2,7,2,7,1,7,1,7,1,7,1,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,6,0,6,-1,6,-1,7,-1,6,-1,6,-1,6,-2,6,-2,6,-2,6,-2,6,-2,6,-2,6,-2,6,-2,5,-2,5,-2,5,-2,6,-3,5,-3,5,-3,5,-3,5,-3,5,-3,5,-3,5,-4,5,-3,5,-4,5,-4,6,-3,5,-4,6,-3,6,-3,6,-4,5,-3,5,-3,5,-3,5,-2,5,-2,5,-2,5,-2,5,-1,4,-1]"
55985,117,"[-1,3,-2,3,-2,3,-3,3,-3,3,-3,3,-4,3,-4,3,-4,3,-4,3,-4,3,-4,3,-5,2,-4,3,-4,3,-4,3,-4,3,-4,2,-4,3,-4,2,-4,3,-4,3,-3,3,-4,2,-4,3,-3,3,-3,3,-3,3,-3,3,-3,4,-3,3,-3,4,-3,4,-4,4,-4,5,-3,5,-3,5,-3,5,-4,6,-3,5,-4,6,-3,6,-4,7,-3,7,-3,7,-3,7,-3,7,-3,7,-3,7,-3,8,-3,8,-3,8,-3,8,-3,9,-3,9,-3,9,-2,9,0,0,0,0,0,0,9,2,9,2,10,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,0,9,0,8,0,9,0,9,0,8,0,9,0,8,0,9,0,8,0,8,0,8,0,8,0,8,0,8,0,7,0,7,-1,8,-1,7,-1,7,-1,7,-1,7,-1,7,-1,7,-1,7,-1,8,-1,8,-1,7,-1,7,-1,7,-1,7,-1,7,-1,7,-1,8,-1,8,-1,7,-1,8,0,8,0,8,0,7,0,7,0,7,1,7,1,6,1,6,1,5,1,5,1]"
55986,117,"[4,1,4,2,4,2,5,2,4,3,5,3,5,4,4,4,4,4,4,5,4,5,4,4,3,4,3,5,3,5,3,5,3,5,3,5,3,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,6,5,6,5,6,5,7,5,7,5,7,6,7,5,7,5,7,5,8,5,8,5,8,5,8,5,8,5,8,5,8,5,0,0,0,0,0,0,5,-9,5,-9,5,-9,5,-9,5,-9,5,-9,4,-9,4,-9,4,-9,4,-9,4,-8,4,-8,4,-9,4,-8,3,-9,3,-8,3,-8,3,-8,3,-8,3,-8,3,-8,3,-8,2,-8,3,-7,3,-8,2,-8,2,-8,2,-7,2,-7,2,-7,3,-8,2,-7,2,-7,2,-7,2,-7,2,-8,2,-8,2,-7,2,-8,2,-8,3,-8,3,-8,3,-8,3,-7,4,-8,3,-7,4,-7,4,-7,5,-6,5,-6,5,-6,5,-5,5,-5,5,-5,5,-4,5,-3,5,-3]"
